설치장소명,세부위치내용,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,수거품목명,수거함수량,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
야로리마을회관,,경상남도,합천군,경상남도 합천군 야로면 돈평길 80-1,경상남도 합천군 야로면 야로리 89-1,35.71563056,128.1735636,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
구정5구경노당,,경상남도,합천군,경상남도 합천군 야로면 역산길 51,경상남도 합천군 야로면 구정리 51-4,35.70283825,128.1725456,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
도동마을회관,,경상남도,합천군,경상남도 합천군 야로면 묵촌길 214,경상남도 합천군 야로면 묵촌리 435-3,35.70384548,128.1389748,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
정대리마을회관,,경상남도,합천군,경상남도 합천군 야로면 가야산로 242-3,경상남도 합천군 야로면 정대리 520-3,35.69650048,128.1678227,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
사촌1구마을회관,,경상남도,합천군,경상남도 합천군 가야면 사촌2길 19,경상남도 합천군 가야면 사촌리 536-2,35.75052065,128.125462,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
덕방마을회관 분리수거장,,경상남도,합천군,경상남도 합천군 가야면 가천길 89,경상남도 합천군 가야면 가천리 42-1,35.74742557,128.0981846,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
더내마을회관 분리수거장,,경상남도,합천군,경상남도 합천군 가야면 구미가천로 304,경상남도 합천군 가야면 가천리 485-2,35.74630607,128.0900998,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
지산마을 분리수거장,,경상남도,합천군,경상남도 합천군 가야면 구미가천로 230,경상남도 합천군 가야면 가천리 312-3,35.74169641,128.0940425,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
구원1구마을회관,,경상남도,합천군,경상남도 합천군 가야면 구원2길 58,경상남도 합천군 가야면 구원리 241,35.78229406,128.1254662,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
황산1구경로당,,경상남도,합천군,경상남도 합천군 가야면 황산1길 78,경상남도 합천군 가야면 황산리 304,35.7627982,128.1365854,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
덕방마을회관 분리수거장,,경상남도,합천군,경상남도 합천군 가야면 가천길89,경상남도 합천군 가야면 가천리 42-1,35.74742557,128.0981846,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
더내마을회관 분리수거장,,경상남도,합천군,경상남도 합천군 가야면 구미가천로 304,경상남도 합천군 가야면 가천리 485-2,35.74630607,128.0900998,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
지산마을 분리수거장,,경상남도,합천군,경상남도 합천군 가야면 구미가천로 230,경상남도 합천군 가야면 가천리 312-3,35.74169641,128.0940425,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
치인2구마장동마을회관 옆 쓰레기배출장,,경상남도,합천군,경상남도 합천군 가야면 마장동길 2,경상남도 합천군 가야면 치인리 196-5,35.79128857,128.0620573,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
부산장여관,,경상남도,합천군,경상남도 합천군 가야면 치인1길 23,경상남도 합천군 가야면 치인리 1230-56,35.79163706,128.0865765,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
가야빌리지,,경상남도,합천군,경상남도 합천군 가야면 야천1길 49-7,경상남도 합천군 가야면 야천리 552-3,35.76666602,128.1415234,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
공곡마을회관,,경상남도,합천군,경상남도 합천군 묘산면 가산공곡길 203,경상남도 합천군 묘산면 가산리 316-4,35.65462899,128.1336825,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
가산마을 쓰레기배출장,,경상남도,합천군,경상남도 합천군 묘산면 가산공곡길 92,경상남도 합천군 묘산면 가산리 754,35.65871348,128.1265143,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
웅기마을회관,,경상남도,합천군,경상남도 합천군 묘산면 웅기중촌길 28,경상남도 합천군 묘산면 관기리 773-1,35.65059181,128.1271572,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
중촌마을 쓰레기배출장,,경상남도,합천군,경상남도 합천군 묘산면 관기중촌길 70,경상남도 합천군 묘산면 관기리 281-3,35.65022925,128.1307041,형광등+건전지,2,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
관기마을 쓰레기배출장,,경상남도,합천군,경상남도 합천군 묘산면 관기길 16-2,경상남도 합천군 묘산면 관기리 639-3,35.64799226,128.1266607,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
광산마을 쓰레기배출장,,경상남도,합천군,경상남도 합천군 묘산면 광산봉곡길 88,경상남도 합천군 묘산면 광산리 272,35.64349126,128.1180031,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
개금불경로당 쓰레기 배출장,,경상남도,합천군,경상남도 합천군 묘산면 봉곡1길 14,경상남도 합천군 묘산면 봉곡리 106,35.63777664,128.112953,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
사리1리마을회관,,경상남도,합천군,경상남도 합천군 묘산면 봉곡2길 34,경상남도 합천군 묘산면 봉곡리 460-3,35.64105276,128.1078939,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
팔심마을 쓰레기배출장,,경상남도,합천군,경상남도 합천군 묘산면 팔심길 227,경상남도 합천군 묘산면 팔심리 398-2,35.62856708,128.0936018,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
묘산면사무소,,경상남도,합천군,경상남도 합천군 묘산면 묘산로 173-1,경상남도 합천군 묘산면 산제리 37-3,35.65823716,128.112861,형광등+건전지,2,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
산제마을회관,,경상남도,합천군,경상남도 합천군 묘산면 산제길 51-3,경상남도 합천군 묘산면 도옥리 295-4,35.66143995,128.1065141,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
도옥마을 쓰레기배출장,,경상남도,합천군,경상남도 합천군 묘산면 도옥길 40,경상남도 합천군 묘산면 도옥리 275-1,35.67049193,128.1195931,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
평촌마을회관,,경상남도,합천군,경상남도 합천군 묘산면 평촌길 21-4,경상남도 합천군 묘산면 안성리 197-1,35.67429951,128.135483,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
화양마을 쓰레기배출장,,경상남도,합천군,경상남도 합천군 묘산면 화양소나무길 5,경상남도 합천군 묘산면 화양리 327-3,35.68271222,128.1353441,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
계동 마을회관 앞 쓰레기배출장,,경상남도,합천군,경상남도 합천군 묘산면 계동마을길 1-16,경상남도 합천군 묘산면 거산리 525-2,35.68048571,128.1500257,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
서편마을경로당,,경상남도,합천군,경상남도 합천군 봉산면 계산1길 58,경상남도 합천군 봉산면 계산리 1186-1,35.59944194,128.0622481,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
신기동경로당,,경상남도,합천군,경상남도 합천군 봉산면 계산2길 40,경상남도 합천군 봉산면 계산리 767-4,35.59780799,128.0676826,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
계산리남계마을경로당,,경상남도,합천군,경상남도 합천군 봉산면 권빈계산로 197-3,경상남도 합천군 봉산면 계산리 392,35.61244255,128.0665834,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
양지1구마을회관,,경상남도,합천군,경상남도 합천군 봉산면 양지2길 102,경상남도 합천군 봉산면 양지리 939,35.59584017,128.0035499,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
도곡마을회관,,경상남도,합천군,경상남도 합천군 봉산면 도곡길 42,경상남도 합천군 봉산면 도곡리 820,35.62888845,128.0054518,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
노곡2구마을회관,,경상남도,합천군,경상남도 합천군 봉산면 노곡2길 85,경상남도 합천군 봉산면 노곡리 646,35.59465263,127.9963221,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
권빈마을회관,,경상남도,합천군,경상남도 합천군 봉산면 영서로 1528,경상남도 합천군 봉산면 권빈리 828-1,35.63624259,128.0651755,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
양지2구마을회관,,경상남도,합천군,경상남도 합천군 봉산면 서부로 3642,경상남도 합천군 봉산면 양지리 818-1,35.58746968,128.0030026,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
고삼경로당,,경상남도,합천군,경상남도 합천군 봉산면 고삼길 53,경상남도 합천군 봉산면 고삼리 779,35.60120896,128.0196789,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
압곡1구마을회관,,경상남도,합천군,경상남도 합천군 봉산면 압곡1길 43,경상남도 합천군 봉산면 압곡리 738-4,35.63884405,128.049164,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
술곡동회관,,경상남도,합천군,경상남도 합천군 봉산면 술곡2길 15-1,경상남도 합천군 봉산면 술곡리 1004,35.57640503,127.9911796,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
송림리마을회관,,경상남도,합천군,경상남도 합천군 봉산면 송림길 27,경상남도 합천군 봉산면 송림리 424-1,35.60991761,128.0408116,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
상현마을회관,,경상남도,합천군,경상남도 합천군 봉산면 상현3길 3,경상남도 합천군 봉산면 상현리 401-1,35.6409225,128.0345768,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
봉계리마을회관,,경상남도,합천군,경상남도 합천군 봉산면 서부로 4071,경상남도 합천군 봉산면 봉계리 517-6,35.61078372,128.0243419,건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
계산1구 배출장,,경상남도,합천군,경상남도 합천군 봉산면 계산5길 2,경상남도 합천군 봉산면 계산리 135,35.590139,128.0694651,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
권빈2구 마을회관,,경상남도,합천군,경상남도 합천군 봉산면 권빈4길 6,경상남도 합천군 봉산면 권빈리 344-5,35.61958667,128.0708317,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
술곡마을 분리수거장,,경상남도,합천군,경상남도 합천군 봉산면 술곡2길 15-1,경상남도 합천군 봉산면 술곡리 1004,35.57640503,127.9911796,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
압곡3구 마을회관,,경상남도,합천군,경상남도 합천군 봉산면 압곡2길 40,경상남도 합천군 봉산면 압곡리 166,35.63862436,128.0572512,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
동편마을 분리수거장,,경상남도,합천군,경상남도 합천군 봉산면 계산2길 78,경상남도 합천군 봉산면 계산리 694-2,35.60047787,128.0655759,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
내곡마을회관,,경상남도,합천군,경상남도 합천군 합천읍 내곡1길 8,경상남도 합천군 합천읍 내곡리 644-1,35.64141059,128.1497088,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
미가원룸,,경상남도,합천군,경상남도 합천군 합천읍 강변로 77,경상남도 합천군 합천읍 합천리 1460,35.57021956,128.161079,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
금양경로회관,,경상남도,합천군,경상남도 합천군 합천읍 금양길 9,경상남도 합천군 합천읍 금양리 355,35.59215304,128.1733147,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
소사마을,,경상남도,합천군,경상남도 합천군 합천읍 소사길 23,경상남도 합천군 합천읍 내곡리 236-2,35.63566005,128.150706,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
핫들LH아파트,,경상남도,합천군,경상남도 합천군 합천읍 핫들1로 16,경상남도 합천군 합천읍 합천리 428-1,35.56903464,128.1652762,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
옥산마을회관,,경상남도,합천군,경상남도 합천군 합천읍 충효로 106-8,경상남도 합천군 합천읍 합천리 1552,35.56954331,128.1625247,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
용계마을경노당,,경상남도,합천군,경상남도 합천군 합천읍 용계길 141,경상남도 합천군 합천읍 용계리 1088,35.62900781,128.1698107,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
신소양노인회관,,경상남도,합천군,경상남도 합천군 합천읍 신소양1길 4,경상남도 합천군 합천읍 영창리 54-2,35.57899163,128.1677518,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
용계경로회관,,경상남도,합천군,경상남도 합천군 합천읍 용계길 254,경상남도 합천군 합천읍 용계리 740,35.6365212,128.1645068,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
선우아파트,,경상남도,합천군,경상남도 합천군 합천읍 남정길 7-8,경상남도 합천군 합천읍 합천리 946-7,35.5621214,128.1549422,형광등,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
제영연립,,경상남도,합천군,경상남도 합천군 합천읍 중앙로 30-2,경상남도 합천군 합천읍 합천리 856-8,35.56335309,128.1586178,형광등,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
한진빌라,,경상남도,합천군,경상남도 합천군 합천읍 남정길 9,경상남도 합천군 합천읍 합천리 948-2,35.56184404,128.1554828,형광등,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
서산경로당 옆 배출장,,경상남도,합천군,경상남도 합천군 합천읍 서산길 56,경상남도 합천군 합천읍 서산리 828-8,35.57248758,128.1458354,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
힌미리치빌,,경상남도,합천군,경상남도 합천군 합천읍 충효로 7,경상남도 합천군 합천읍 합천리 869-40,35.56088446,128.1601035,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
리버스카이,,경상남도,합천군,경상남도 합천군 합천읍 문화로 33,경상남도 합천군 합천읍 합천리 913-4,35.56109176,128.1571387,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
대청명가타운,,경상남도,합천군,경상남도 합천군 합천읍 중흥길 34,경상남도 합천군 합천읍 합천리 1027-1,35.56499437,128.155347,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
성우가야,,경상남도,합천군,경상남도 합천군 합천읍 중앙로2길 10,경상남도 합천군 합천읍 합천리 704,35.56484151,128.1592252,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
미가아트빌,,경상남도,합천군,경상남도 합천군 합천읍 문화로 57,경상남도 합천군 합천읍 합천리 867,35.56094414,128.1598577,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
황강하이츠,,경상남도,합천군,경상남도 합천군 합천읍 충효로 13,경상남도 합천군 합천읍 합천리 869-12,35.56167804,128.1597719,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
황강타운,,경상남도,합천군,경상남도 합천군 합천읍 중앙로 13-4,경상남도 합천군 합천읍 합천리 852-5,35.56183492,128.1572041,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
강변빌라 2차,,경상남도,합천군,경상남도 합천군 합천읍 남정길 18,경상남도 합천군 합천읍 합천리 955-1,35.5625787,128.1560406,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
강변빌라,,경상남도,합천군,경상남도 합천군 합천읍 남정길 5,경상남도 합천군 합천읍 합천리 916-5,35.56163757,128.1554268,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
삼성아파트,,경상남도,합천군,경상남도 합천군 합천읍 남정길 8,경상남도 합천군 합천읍 합천리 959-17,35.56181401,128.1562085,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
대성빌라,,경상남도,합천군,경상남도 합천군 합천읍 충효로 84-9,경상남도 합천군 합천읍 합천리 410,35.56798039,128.1618977,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
한주파크,,경상남도,합천군,경상남도 합천군 합천읍 동서로 11,경상남도 합천군 합천읍 합천리 1277-3,35.56900332,128.1540613,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
미가캐슬,,경상남도,합천군,경상남도 합천군 합천읍 강변로 75,경상남도 합천군 합천읍 합천리 1461,35.57030577,128.1613352,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
옥산빌라,,경상남도,합천군,경상남도 합천군 합천읍 옥산로 43-30,경상남도 합천군 합천읍 합천리 1435,35.56987117,128.1607489,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
에덴빌라,,경상남도,합천군,경상남도 합천군 합천읍 옥산로 11,경상남도 합천군 합천읍 합천리 1255,35.5691974,128.1563226,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
유 빌리지,,경상남도,합천군,경상남도 합천군 합천읍 중앙로 93,경상남도 합천군 합천읍 합천리 477-19,35.56922417,128.1587816,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
에이스빌라,,경상남도,합천군,경상남도 합천군 합천읍 충효로 97-10,경상남도 합천근 합천읍 합천리 1364-10,35.56926493,128.1604655,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
아담빌라,,경상남도,합천군,경상남도 합천군 합천읍 옥산로 18,경상남도 합천군 합천읍 합천리 495-2,35.56866221,128.1571714,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
영창주공아파트,,경상남도,합천군,경상남도 합천군 합천읍 충효로 152,경상남도 합천군 합천읍 영창리 535-9,35.57256806,128.1623359,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
외곡경로당,,경상남도,합천군,경상남도 합천군 합천읍 외곡1길 1-2,경상남도 합천군 합천읍 외곡리 423-2,35.6353935,128.1420762,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
내곡경로당,,경상남도,합천군,경상남도 합천군 합천읍 내곡1길 8,경상남도 합천군 합천읍 내곡리 644-1,35.64141059,128.1497088,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
금양경로당,,경상남도,합천군,경상남도 합천군 합천읍 금양길 9,경상남도 합천군 합천읍 금양리 355,35.59215304,128.1733147,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
한미원룸,,경상남도,합천군,경상남도 합천군 합천읍 황강체육공원로 50,경상남도 합천군 합천읍 합천리 174-3,35.56201621,128.1675928,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
합천빌라,,경상남도,합천군,경상남도 합천군 합천읍 대야로 890-10,경상남도 합천군 합천읍 합천리 397-5,35.56763106,128.1642049,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
스마트빌 A동,,경상남도,합천군,경상남도 합천군 합천읍 동서로 141-22,경상남도 합천군 합천읍 합천리 358-8,35.56722884,128.1677454,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
성우가야아파트,,경상남도,합천군,경상남도 합천군 합천읍 중앙로2길 10,경상남도 합천군 합천읍 합천리 704,35.56484151,128.1592252,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
대야 연립2,,경상남도,합천군,경상남도 합천군 합천읍 동서로 141-8,경상남도 합천군 합천읍 합천리 352-1,35.56616932,128.1675903,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
대야 연립1,,경상남도,합천군,경상남도 합천군 합천읍 동서로 139,경상남도 합천군 합천읍 합천리 348-1,35.56589606,128.1671527,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
황강연립 배출장 옆,,경상남도,합천군,경상남도 합천군 합천읍 교동3길 23,경상남도 합천군 합천읍 합천리 282-3,35.56475077,128.1662407,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
한미리치빌 3차,,경상남도,합천군,경상남도 합천군 합천읍 핫들1로 49,경상남도 합천군 합천읍 합천리 1583,35.57225537,128.1648893,형광등+건전지,1,경상남도 합천군청,055-930-3304,2026-04-16,5480000,경상남도 합천군
간성스위트엠센트럴,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 남천길 24,강원특별자치도 고성군 간성읍 신안리 620,38.37997221,128.4773674,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성 봉포코아루오션비치,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 학사촌길 91-7,강원특별자치도 고성군 토성면 봉포리 384,38.25379927,128.5608818,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
한신더휴아파트,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 천진7길 29,강원특별자치도 고성군 토성면 천진리 476,38.25543346,128.5563165,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
봉포스위트엠오션파크,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 광포1길 7,강원특별자치도 고성군 토성면 봉포리 381,38.24821557,128.5656705,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
유진클래시움아파트,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 아야진해변길 1,강원특별자치도 고성군 토성면 청간리 217,38.26858933,128.55498002,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
오션쌍떼빌아파트,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 해오름해변길 70,강원특별자치도 고성군 거진읍 송포리 165,38.43479938,128.4548421,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
"동진1차, 2차아파트",,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거탄진로 23,강원특별자치도 고성군 거진읍 거진리 428-5,38.43821376,128.4499884,폐건전지,2,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
뉴빌리지,,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 거평로 74,강원특별자치도 고성군 거진읍 거진리 492,38.44559029,128.4509481,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
간성대명아파트,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 수성로 126-5,강원특별자치도 고성군 간성읍 상리 483-1,38.37836415,128.4633974,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성석미모닝아파트,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 수성로 126,강원특별자치도 고성군 간성읍 상리 443-2,38.3779898,128.4632362,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
동해2차아파트,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 수성로 90,강원특별자치도 고성군 간성읍 상리 501,38.377704,128.4654913,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
동해1차아파트,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 간성로39번길 23,강원특별자치도 고성군 간성읍 신안리 183,38.37732167,128.4708661,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성삼익아파트,,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 남천마루2길 6,강원특별자치도 고성군 간성읍 신안리 111,38.37941128,128.4784747,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
경동대학교,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 봉포4길 46,강원특별자치도 고성군 토성면 봉포리 306-5,38.25159495,128.5564905,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
천진우체국,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 토성로 170,강원특별자치도 고성군 토성면 천진리 78,38.25941281,128.5570619,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
토성면복지회관,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 천진해변길 82,강원특별자치도 고성군 토성면 천진리 92-5,38.26036706,128.556728,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
토성보건지소,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 토성로 174,강원특별자치도 고성군 토성면 천진리 82-2,38.25973825,128.556636,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성군수산업협동조합 아야진지점,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 아야진해변길 89,강원특별자치도 고성군 토성면 아야진리 25-2,38.27298567,128.5559493,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
토성농업협동조합,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 학사촌길 97,강원특별자치도 고성군 토성면 봉포리 299-42,38.25452048,128.5593972,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
고성경찰서 토성파출소,,강원특별자치도,고성군,강원특별자치도 고성군 토성면 토성로 165,강원특별자치도 고성군 토성면 천진리 140,38.25899305,128.5569863,폐건전지,1,강원특별자치도 고성군 환경과,033-680-3982,2026-03-17,4341000,강원특별자치도 고성군
